Text,Predicted,Target
"Product Issue  I bought pendant also pair matching earrings.After close inspection I realized real silver.There warning product description everybody think 's real silver.Also , price close silver piece fantasy one .It cost 1/3 1/4 current price.Knowing , product nice nice gift , published price .",Product Description Issue,Product Description Issue
"Product Issue  usually wear size medium , product description say jacket tight fit recommends ordering one size larger normal , ordered large size , actually big , really disappointedUpdate : I 170 cm tall weigh 66kg , got size L , M , S X-S , one fit best x-s , jacket n't standard fitting classic cwu jacket , believe problem alpha industry giving good clear description sizing particular jacket , also want say amazon helpful process returning jacket n't fit , customer service helpful understanding",Product Description Issue,Product Description Issue
"Product Issue  usual wear size medium , product descript say jacket tight fit recommend order one size larger normal , order larg size , actual big , realli disappointedupd : i 170 cm tall weigh 66kg , got size l , m , s x- , one fit best x- , jacket n't standard fit classic cwu jacket , believ problem alpha industri give good clear descript size particular jacket , also want say amazon help process return jacket n't fit , custom servic help understand",Product Description Issue,Product Description Issue
Product Issue  This shoe crme applies well hopefully help preserve leather .The product description clearly say 1.5 oz turn phenomenonally small amount product .,Product Description Issue,Product Description Issue
"Product Issue  The shoe comfortable bit larger .My foot sensitive heat .After walk , feel hot inside .While Clark shoe issue .Maybe ok winter .state product description .",Product Description Issue,Product Description Issue
"Product Issue  after i unwrap garment bag , i open zipper put sport coat test size .i zip stay unzip .i zip direct dozen time mere stay unzip .it never work .do n't wast money .one thing amazon could add three word everi product descript - `` made * * * * * * * * `` .that would great help us tri hard avoid purchas shoddi good countri make littl els .that sourc inform avail peopl good arriv - avail order place .",Product Description Issue,Product Description Issue
"Product Issue  I ordered sox aug. 24th one reason : spandex list fabrics.I get package , see label , contains spandex.I 'm allergic diisocyanates , I ca n't wear spandex , 30 pair sox useless , I ca n't wear them.I come back product description , surprise !Spandex listed.Very disappointed .",Product Description Issue,Product Description Issue
"Product Issue  Hey CLC , The star I checked assigned response '' I hate It '' .I would use phrase explain reason return.Disappointed word I would choose.I usually wear size 7 , I ordered .Unfortunately , big , even I heavy sock on.This smallest size carry Amazon , I returning them.The significant reason return , fact label boot state warning : THIS PRODUCT CONTAINS CHEMICALS KNOWN TO THE STATE OF CALIFORNIA TO CAUSE CANCER , BIRTH DEFECTS AND OTHER REPRODUCTIVE HARM '' ...... This noted product description , I deeply disturbed omission fact ......... As I stated earlier BOOTS ARE BEING RETURNED",Product Description Issue,Product Description Issue
Product Issue  it full grain leather state product descript .i order i tri get someth better cheap genuin leather belt found depart store .it turn expens version .i wear size 32 jean i order size 34 belt small i bare get belt fit first hole .i 've worn twice alreadi bend warp .would never order anoth belt compani .,Product Description Issue,Product Description Issue
"Product Issue  fruit loom size match standard dress size convers size chart , packag , list anywher product descript page .i order size 8 , think dress size 8 , fruit loom size , size 8 xtra larg .inquir size look order .",Product Description Issue,Product Description Issue
"Product Issue  Although product description say `` leather '' ( yes lower case letter ) , I n't believe boot leather .They 're manufactured India 's label inside boot stating material used .They 're stiff uncomfortable although I n't normally need wide size , I ordered wide reviewer said ran bit narrow .The wide size still tight uncomfortable .And BTW even return Planet Shoes product description n't accurate , 'll still charge return shippping fee .",Product Description Issue,Product Description Issue
"Product Issue  I excited price keen I n't read review product description closely enough .The material used make shoe tough , uncomfortable plastic cause blister .My daughter loved butterfly pattern much , wore twice camp river anyway .After two us , black stopper end broke shoe , mean toggle used tighten loosen shoe come right get lost .I hope disappointment save others trouble buying shoe .",Product Description Issue,Product Description Issue
"Product Issue  I ordered 2 pair pump , one one friend .Both pair shoe damaging mark .One thin slice side shoe , like Exacto knife would make .There several indention two shoe .One right top , 's noticable , one back .I would compare indention crimped plastic coathanger would leave clothes 's hanging ahwile , except shoe material 's staying , go away .Two heel small area 's peeled , see white mark heel teal color material torn .Basically , lot minor damage shoe , nothing described product description .Also , I wear 8 1/2 order 9 since half size available , wide around foot .I figured size would small , I ordered , beware normally wear half size , likely big small depending route take .Very dissapointed order , especially since I bought two pair pair damage .I counted day shoe arrived , let .",Product Description Issue,Product Description Issue
Product Issue  i work firefight requir wear dark blue t-shirt uniform .when i saw pictur 4 dark blue shirt i thought would perfect .i receiv pack 2 dark blue 2 light blue shirt .i wear dark blue uniform .i check product descript see i miss someth descript underwear shirt .lesson learn .,Product Description Issue,Product Description Issue
Product Issue  watch out ! these sock advertis like organ cotton fact 70 % organ cotton 30 % nylon expandex.thi fact specifi product descript ! these sock feel soft pleasant touch.th scalop edg two sock alreadi becom undon i got plastic bag !,Product Description Issue,Product Description Issue
"Product Issue  Those shoe n't Leather lining described product description .I bought model year ago - leather upper lining , shoe quite uncomfortable stiff child foot .",Product Description Issue,Product Description Issue
"Product Issue  those shoe n't leather line describ product descript .i bought model year ago - leather upper line , shoe quit uncomfort stiff child feet .",Product Description Issue,Product Description Issue
Product Issue  The product description say black/grey pic 2 black 2 grey way I 've seen game pack come .What I received 4 grey shirt .It 's bait switch .,Product Description Issue,Product Description Issue
Product Issue  the product descript say black/grey pic 2 black 2 grey way i 've seen game pack come .what i receiv 4 grey shirt .it 's bait switch .,Product Description Issue,Product Description Issue
"Product Issue  the ring look great price .i gave girlfriend , extrem pleas .howev day start turn finger green.th product descript metal must accur .",Product Description Issue,Product Description Issue
"Product Issue  first , i clarifi i give 1 star watch i think bad , contrari i think worthi purchas .but custom i feel kind unhappi fact pictur attach product descript exactli receiv ( least case ) .let clarifi , watch awesom .i love color , band soft insid nice textur outsid .at first glanc might seem like band materi look kinda cheap i assur strong durabl .also , get watch chang band even though look wide , adjust , i took local jewelri store adjust free ( , least case ) .now , disappoint lie , i receiv watch i notic : ( 1 ) second hand , imag product , ( 2 ) crown , imag clearli see crown two button , ( 3 ) sub-dial i 've got ( day , date small second ) watch imag ( 60 second , 60 minut 24 hour ) along date.thi mean watch i receiv work chronograph , iron consid word `` chronograph '' clearli written name descript product .such shame ! the hope i left , item i 've receiv real deal fake invicta watch.i could say , `` pleas verifi purchas '' , store i bought item 99 % rate right amazon .and worst part i ca n't complain ask refund sinc i live u.s.fin , pleas discourag buy watch , realli nice , make sure least person experi buyer beforehand .",Product Description Issue,Product Description Issue
"Product Issue  these leg soft comfort 10 % polyest , 85 % cotton , 5 % elastan .the product descript state 95 % cotton/5 % elastan .chang product descript !i go hassl return .",Product Description Issue,Product Description Issue
"Product Issue  I received item , disappointed learn dimension weight product description incorrect .It 8 inch deep , 5 , definitely weighs 4 pound .The tag item say 17 X 13 X 8 inch .I n't exact weight , feel like 5 pound .I ordered I thought would smaller Delsey Helium Fusion 3.0 , I like shoulder strap .If fact , larger 3.0 .In addition , partial zipper opening .The 3.0 full zipper opening .I wish 3.0 shoulder strap , I still prefer smaller likely fit airline seat , open completely , making packing easier .If size weight important , n't order bag based dimension presented .",Product Description Issue,Product Description Issue
"Product Issue  i sell jewelri onlin want littl bag put thing .part reason add moment mysteri recipi get open .these bag , howev , complet transpar , see clearli insid .kind defeat purpos use bag .the seller make clear product descript .",Product Description Issue,Product Description Issue
Product Issue  decept product descript websit say made sued product written pu,Product Description Issue,Product Description Issue
"Product Issue  Your website screwed .I noticed even though I selected large product description say large drop menu shopping cart , top part website say 2XL ?So I went description shopping cart , I received top header stated : 2XL .Ugh .Also , picture left n't match text say I hover shirt swatch sample mouse .I hover Maroon Gray appears shirt , text say Maroon .What 's ?It iMac Safari , Chrome Firefox browser .Plus I tried Dell PC result .I 'm afraid website screwed even though I ordered Large , sent 2XL size .",Product Description Issue,Product Description Issue
"Product Issue  your websit screw .i notic even though i select larg product descript say larg drop menu shop cart , top part websit say 2xl ?so i went descript shop cart , i receiv top header state : 2xl .ugh .also , pictur left n't match text say i hover shirt swatch sampl mous .i hover maroon gray appear shirt , text say maroon .what 's ?it imac safari , chrome firefox browser .plu i tri dell pc result .i 'm afraid websit screw even though i order larg , sent 2xl size .",Product Description Issue,Product Description Issue
"Product Issue  we bought regular size anoth size tri , mani review indic shoe ran small .my son said larger pair felt better size normal wear .they comfort , felt good `` cushioni '' slip walk .after tri , i took sink test m dri waterproof .i ran small stream water 2 second , wet one section mesh outsid shoe .sure enough , finger i hold insid section got wet .pleas awar , although product descript state m dri , they are not m dri are not waterproof .after research , i found merrel m dri , small tag outsid shoe say m dri .these tag.w consid keep anyway , son love look feel .but , box back anticip possibl return , one black elast lace broke - pop right eyelet .i imagin would n't last long 9 year old boy run play regularli .so , remain box back return amazon .",Product Description Issue,Product Description Issue
Product Issue  i excit receiv find size chart product descript clear .these run much smaller websit state .ad correct inform issu compani .i friend go take i n't hassl return disappoint sinc i need compress tight .,Product Description Issue,Product Description Issue
"Product Issue  If check product description , first thing say 100 % cotton .If looking make sure item n't contain polyester , keep scrolling past apparently 's total BS later description , describes actual make sock 80 percent cotton fact contain polyester .For people allergic polyester false advertising extremely annoying .I saw 100 % cotton top , purchased based outright lie .",Product Description Issue,Product Description Issue
"Product Issue  do n't get wrong !i love gold toe brand sock 're sock ever touch feet , ... do n't be misl by the word `` fluffi !`` when i bought , i impress go normal `` everday casual '' sock , word `` fluffi '' titl , i assum 'd thick .you know , shopper think believ trust product descript respect compani , i wrong .i guess i care read materi saw n't includ cotton , , `` fluffi '' ... needless say , sock not fluffi casual .they 're thin , fall constantli unless wear sock suspend dress sock .they feel like hosieri sock get rent tux , least stay .veri disappoint !",Product Description Issue,Product Description Issue
Product Issue  terribl tricki product descript !the sock much smaller claim .. recommend .,Product Description Issue,Product Description Issue
Product Issue  Very disappointed match product description .Bought description said 81 % cotton .Label back say 41 % .,Product Description Issue,Product Description Issue
"Product Issue  They fricking huge ! ! !Theres enough extra material seat , crotch thigh section pant .Its possible take flight strong wind .I 've always avioded `` relax fit '' jean , 've always felt/looked baggie average body shape , mine .But cut jean take new level stupid .Especially pair jean DOES N'T include `` Relax cut '' product description",Product Description Issue,Product Description Issue
"Product Issue  This beautiful watch going back although say `` new '' product description box , obviously worn .The clasp scratched , even worse , many link taken band would seemingly fit child - 's four inch diameter .After reading negative review seller I avoid future .",Product Description Issue,Product Description Issue
"Product Issue  thi beauti watch go back although say `` new '' product descript box , obvious worn .the clasp scratch , even wors , mani link taken band would seemingli fit child - 's four inch diamet .after read neg review seller i avoid futur .",Product Description Issue,Product Description Issue
"Product Issue  It fault .I read product description carefully .There NO elastic `` cuff ; '' 5 minute , panty started drooping leg .Very uncomfortable impractical .I imagine full-figured woman liking panty .",Product Description Issue,Product Description Issue
"Product Issue  it fault .i read product descript care .there no elast `` cuff ; '' 5 minut , panti start droop leg .veri uncomfort impract .i imagin full-figur woman like panti .",Product Description Issue,Product Description Issue
"Product Issue  The band I received match picture .It sufficiently different unusable repair.I selected Voguestrap band tapered , square buckle , textured leather visible stitching .The product description state : Black watch band textured genuine leather featuring tonal stitching buckle closure.The band I received match product number , tapered , smooth ( i.e. , ) texture , light stitching , round buckle .It need returned.You may better luck .",Product Description Issue,Product Description Issue
Seller Issue  broken miss item .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I read description 's review product .If complete costume , I n't wan na see missing item like wig I read different comment .And indeed , wig skipped description , I realize seller may bluffing product full package .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  This product received yesterday ( 03-18-2014 ) .It missing CUSHIONS KEY .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  The packaging/box appeared previously opened , AND Watch Box appears used - felt bottom box tear it.Of numerous product 've purchased Amazon first received damaged missing item .By submitting review I waiting see Amazon acknowledges dissatisfaction shipment/product .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  the packaging/box appear previous open , and watch box appear use - felt bottom box tear it.of numer product 've purchas amazon first receiv damag miss item .by submit review i wait see amazon acknowledg dissatisfact shipment/product .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  reciv smash item happi product .pleas fix,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  love costum 4 year old unfortun return miss item i receiv .it came jumpsuit , headpiec , cape belt i onli receiv jumpsuit : ( sad 4 year old excit put found item came jumpsuit .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  if i could zero star i would .order 2x miss item .no cape mask realli ? ??,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i place return order compani , want $ 10 dollar restock fee !thi mean would i eat ship cost initi order due misrepresent , would also give entir cost item back restock fee !here exact languag e-mail : '' a $ 10 20 % restock fee ( whichev greater ) appli author return item .thi supplement addit cost associ process return item order item receiv .ship charg non-refund .ani return order miss item without origin packag not credit .pleas doubl check ensur includ piec packag send us return packag .`` thi absolut robberi !the mistak , mine .after bring attent , i told i respond outsid 5-day respons window , therefor would longer accept return !i regular amazon custom , i never horribl disrespect experi seller .i would highli encourag amazon ban seller .it absolut disgrac amazon reput , i hold high regard .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I bought 3 Christmas present .Was pretty embarrassed give , late hunt something else .They work fine , cheaply made .Should cost $ 4.95 top !",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i bought 3 christma present .wa pretti embarrass give , late hunt someth els .they work fine , cheapli made .should cost $ 4.95 top !",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  They came back late shrunk also .,Delivery and Return Issue,Delivery and Return Issue
"Product Issue  This described , I spent lot money pay 21 custom charge delivery UK , I ordered two I previously bought visiting state loved .One totally described brilliant , le card note slot pictured.Product still useable better average purse dissapointed spending much money n't I thoughtI process emailing supplier directly regarding",Product Description Issue,Product Description Issue
"Product Issue  thi describ , i spent lot money pay 21 custom charg deliveri uk , i order two i previous bought visit state love .one total describ brilliant , less card note slot pictured.product still useabl better averag purs dissapoint spend much money n't i thoughti process email supplier directli regard",Product Description Issue,Product Description Issue
Seller Issue  i could bare hook bustier tight .and could breath hook .definit order one size .cup size ok .it took long get deliv bare necess schedul date fit mother-of-the-groom dress arriv i purchas someth els fit return bustier .it took 11 day receiv item i write urgent complain email twice .they sent slowest way possibl us mail deliveri end .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  thi third time i went back line shoe .the first two time shoe perfect .thi new gener shoe crap .if i tri store i would never even consid purchas .the sole last gener shoe amaz .i could go 25 mile day troubl .the chang sole much harder weird hard spot .i threw back box .garbage.unfortun deliv neighbor i n't get two day later .funni photo submit email announc deliveri .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I disappointed watch .First foremost , calculator cumbersome use .The key opposite normal calculator , set instead like telephone keypad .The opperand much entered pushing single key multiple time select function .Other functional element watch worked fine , band broke year I go Casio order one , took 3 week delivery , came I could install .I took local jeweler two watchmaker worked 30 minute still could get new band stay .I 'm throwing away buying Timex .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  item describ new , watch box obvious open prior deliveri .thi happen twice .i return first watch , second one .not , first watch n't even work !the second one work , previous mention , new .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  i purchas expedit ship estim deliveri time state day halloween .it arriv day halloween arriv smash .cheap product .they need fill someth hold shape .if order sit crush .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  after one month use briefcas side back panel separ .the use offic use deliveri van work day may hold ok gentl offic use heavi duti use impli aluminum materi work .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  This product SUCKS !It pattern .SIZE deceiving .U b 300 lb wear outfit .Anyone size 18 5/5 , DO NOT PURCHASE .Also , iteam shipped 1 day arrive 4 day later .I charged next day delivery I still waiting refund 10 day .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Unlike seller take 10 business day ship unless pay extra .I n't mind waiting day extra delivery , failure even register tracking number make difficult know expect delivery product.I 'm disatisfied underwear , I n't expect great quality price .But stuff fall apart washing .All I 'm happy , I buy NY Lingerie .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Shoes O.K. , best delivery method sent SUCKS .It tookalmost month two phone call get product .Ca n't send anyone thistroubled ordering site .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Super junky .Threads already coming loose 's fresh delivery box.This thing made like gift shop pancho- bad material questionable stitching.Not worth , even price .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  The one star incompetence delivery .I understand external factor happen however product ordered December 9th finally made town week ago .Today Christmas gift given I anything give .UPS update everyday new delivery date deliver .I hope wake call reformulating online ordering .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  the one star incompet deliveri .i understand extern factor happen howev product order decemb 9th final made town week ago .today christma gift given i anyth give .up updat everyday new deliveri date deliv .i hope wake call reformul onlin order .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i understand review product howev , person experi want purchas receiv promis date .... do not purchas seller .thi intend christma gift , date order dec 12th , seller commit deliveri date ; deliveri estim : wednesday decemb 19 , 2012 - monday decemb 24 , 2012 8:00pm .i receiv today , decemb 26th , unfortun famili member item intend given , alreadi left return home .i purchas seller again.th vest nice would recommend puchas ( seller ) .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  the ship extreamli slow see show ten day pass expect deliveri date .the cup soze thing work .not worth price , would never suggest product !",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  Received package one week expected delivery date .After waiting two week one boot smaller .Very dissapointed,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i would n't know amazon up chang deliveri date i left vacat , i wo n't dwell .i went outlet way airport shoe n't fit well .the band goe across top tight .i even tri next size bigger tight across top , .that 's say wo n't fit someon els differ .amazon 's price $ 19.99 excel compar $ 45 outlet !so i stuck 5 year old one n't band across top fine .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  i first order boot week christma one avali .these suppos deliv 12/30 .i call check told new deliveri date 1/2 .long stori shot ...i n't get til 1/6 .i got run around deliveri .the boot poor materi its-self .do buy !!,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  I purchased boot nov 25 2013 expected delivery date nov 27 I waited paciently ridiculous .. 12/4/2013 yet come .. never order cat ever ..,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  1 .Cheap flimsy hat .Not described .2 .Missed delivery date ( event needed ) .3 .Over priced .4 .Ripped package .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  thi might great product ... it might exactli describ .howev , i would n't know i still n't receiv .amazon notifi problem submit ship info seller .so i follow origin compani gave bare minimum respons say ... ship address , item ship ( gave origin ship date ) ... howev could provid estim deliveri date .i order time sensit occass , point ruin .if live oversea , know mayb husband serv countri merci onlin order .. n't order place actual want get product paid ! ! ! ! ! ! ! ! ! ! ! ! ! !!",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i place two order sweater .the first order arriv far estim deliveri date , second order never arriv .the qualiti sweater arriv decent , order sweater , expect wait ( ever ) packag arriv .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Not happy pant honest .The seam stretchy part came torn completely ripped within week , side .Not good quality opinion .Also , shipping awful , took good 3 week went past estimated delivery date .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  these pant run big , width height .after wait long ship period i disappoint return .i still wait refund ..i unwillingli purchas next size past deliveri date yet arriv .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  veri highli disappoint ! ! ! ! ! ! !the ad clearli say `` cheroke girl uniform '' ............. cheroke brand uniform use found brand tend cheapli made , fade wash ( even cold water delic way i wash uniform ) .howev brand i receiv wa not cheroke ............ `` classroom '' ............ jumper i receiv made thin cheap look materi ! ! ! ! ! !unfortun , point ( uniform took nearli week longer `` estim deliveri date '' get us ) i choic use school due start .pleas care futur advertis !",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Purchased wig HALLOWEEN , first week October- shipping free detail shipping option .Once placing order estimated delivery date 11/13-12/10 NO tracking information ! ! ! !Needless say Halloween come gone & STILL NO WIG ! ! ! !Contacted seller Im getting run around ... interested item- order 3 month advance !Definitely worth back forth $ 8 wig .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  im happen shipment order AT ALL ordered week ago expected delivery date 4 day away n't even hipped yet , buying jewlry amazon ever",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  the luigi costum later state deliveri date .i pick local usp offic due addit postag charg .the costum bodi fit right i think cute costum halloween night .the hat best part costum !the glove resewn along finger seam glove ; gape hole glove came packag .an overal neg buy experi .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Worst purchase I 've ever made .Way small , look anything like picture .Screen printed CAT design crooked sweatshirt .I 'm upset I spent $ 36 junk .Also , arrived house 10 day later expected delivery date .Save money , buy somewhere else .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  worst purchas i 've ever made .way small , look anyth like pictur .screen print cat design crook sweatshirt .i 'm upset i spent $ 36 junk .also , arriv hous 10 day later expect deliveri date .save money , buy somewher els .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  you get pay .arriv estim deliveri date .not thrill , sure , qualiti tutu .not mention color ( purpl ) way lighter pictur .veri light purpl .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  item expect deliveri date oct. 21st n't receiv nov. 5th .i plan halloween costum obvious littl use .also way small larg size shirt also terribl qualiti imag blurri shirt 's self smell weird.- extrem disappoint custom,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  deliveri incread slow , far late event ( took around three week ) i find contact info return info i return item .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  Delivery pretty late 's .I purchase boot twice .Both time boot arrived late .After second purchase result I decided go elsewhere .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  deliveri prompt descript horribl .item deliveri 1 month .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Delivery time delay , arrived two day earliest estimated delivery date : ( Very disappointed , guy .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  deliveri time terribl .i receiv 2 week late shoe .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  Delivery time frustrating .The product supposed come zombie mask siszed according rest outfit ( kid large ) .Experience waste time money,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I searching comfortable front-close bra fairwell party .It came month late .Delivery terrible , price good , I would like return bra .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  TAlthough little unreasonable , perfectly entitled leave feedback fact , day late .That begs question , delay etc , longer handling time listing , order allow ?Quite frankly , customer right situation way , Amazon going relax rule , promised something ’ fulfil .Are risking customer benefit , ?You ’ go post office etc , feel taking unacceptable risk .Really go , I ’ sorry , wrong .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Delivery fast hat/cap made someone head shaped like cone-heads Saturday Night Live.I washed hat hot water dried hot setting try shrink enough wear , I four time , luck shrinking it.Folding good , look stupid much extra material .There 's enough extra material could make another hat it.The funny thing I 've got big head .lolSo spot somebody airport trying get on-board plane wearing one , run 's probably got bomb since 's much room .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  Changed handling time 2 week ago & lost buy box almost instantly changed back 1 day .,Delivery and Return Issue,Delivery and Return Issue
Seller Issue  chang handl time 2 week ago & lost buy box almost instantli chang back 1 day .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  item arriv late file return .the deliveri date product deliv : sat , apr 11 , 2020 wed , apr 15 , 2020 .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I 'm sitting delivery somehow scheduled 1:30AM 4:30AM I 've never seen I 'm looking see common , people leaving review Chance Houston guy 's Late Night Delivery dong .And yes I meant type song typed dong .But top , song 4 minute 20 second long .I mean , personally I 'm fine I 'm late lot time anyway , I delivery driver I 'd probably prefer drive low traffic volume hour .Unless someone obviously follows delivery van around night , package probably safer darkness .Oh well , 's almost 4:20 morn ' .Time go rub one waiting doorbell spook .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Ive ordered yesterday 23rd I need item Wednesday sent email say item delivered I never ever got order yet I tried rang n't answer I tried use online chat , answer automated answer want .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  ive order yesterday 23rd i need item wednesday sent email say item deliv i never ever got order yet i tri rang n't answer i tri use onlin chat , answer autom answer want .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Do use day delivery .The courier ( Amazon logistics ) wo n't check address leave address .The customer service ask YOU go around find .Then , wait 2 day Amazon anything .SO WHAT 'S THE POINT OF THE SAME DAY DELIVERY ?",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  mislead promis next day deliveri , actual mean dispatch .recent use amazon receiv item 2 3 day later , realis point pay £89 prime realli work like servic .place urgent order yesterday , undeliv , mark deliv garag , i n't .got ring doorbel , attend amazon deliveri .need game , honour advertis",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  deliveri 2 day late .they size last pair howev small .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Ordered two item Amazon , delivered wrong date even item I ordered !Amazon take absolutely responsibility hide behind item ordered 'third party seller ' Amazon refuse pick incorrect item arrange refund .Absolute joke company never use",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  order two item amazon , deliv wrong date even item i order !amazon take absolut respons hide behind item order 'third parti seller ' amazon refus pick incorrect item arrang refund .absolut joke compani never use",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i wait order suppos deliv monday .no show .i got updat delay would deliv tuesday wednesday , call thursday i n't receiv want refund .it thursday updat say i receiv tomorrow saturday call i n't receiv want refund .serious ?i check track seller ship immedi .it delay ship twice .as 3:30 morn , facil 20 mile away , ( 75 mile away yesterday morn , ) yet n't show deliveri .whi ?i site i could order , chose amazon deliveri date .they lie .if i cancel , i start wait longer .the seller fulfil commit , amazon .i impress , done .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  we recent assign up store , wholefood , amazon store sever pay-to-return locat return amazon item .we live near locat except up store congest area park shirt busi hour .we permit return kohl ’ s—super conveni i work area much easier access drive option .i request twice amazon permit return kohl ’ previou year avail .i limit purchas amazon ( especi cloth ) save money time .amazon fail good custom decis .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  piec junk .one tag arriv broken divid turn button fallen packag .thi product fragil , i 'm afraid use , i know first leg flight lost .and one tag i ca n't even use .also plastic strap good closur .it 's total wast time money .deliveri also slow !",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I gave product one star n't last day use job Im FedEx Home Delivery driver could n't stand 22,000 step day I put I know thats probably extreme test item still disappointed money I wasted I suppose I pay expensive product .",Delivery and Return Issue,Delivery and Return Issue
Seller Issue  i bought mittons.but i n't use .becaus 's differ ui color .. deeeeeep pink .: ( deliveri bed .qualiti so.so i give two star deliveri cotton qualiti .,Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I ordered pair Crocs Men 's Yukon Sport Clog .To surprise , received package , received totally different pair , woman ( Crocs Womens Patricia II Sandal ) , nothing one I ordered one I charged .I REALLY DISSAPOINTED receive package wrong pair .Now deal return package.In addition , I left feedback Leave Package/Delivery Feedback section 24hours since I even received follow note , thats I placing review well.Once , really disappointed service received .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  i order pair croc men 's yukon sport clog .to surpris , receiv packag , receiv total differ pair , woman ( croc women patricia ii sandal ) , noth one i order one i charg .i realli dissapoint receiv packag wrong pair .now deal return package.in addit , i left feedback leav package/deliveri feedback section 24hour sinc i even receiv follow note , that i place review well.onc , realli disappoint servic receiv .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Bad quality delivery .They delivered inside heal peeling feel like wrinkled sock inside shoe everytime I walk around .Also , 's bad return policy I ca n't return",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  bad qualiti deliveri .they deliv insid heal peel feel like wrinkl sock insid shoe everytim i walk around .also , 's bad return polici i ca n't return",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  I n't receive watch .When notified I home sign , I UPS return .Like Americans , I work I n't time drive remote UPS center .It seems ordering process question could asked preference signing upon delivery .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Product I expected , good quality soft .But slow delivery .",Delivery and Return Issue,Delivery and Return Issue
"Seller Issue  Damaged : These good quality Fabric see thru , waist cut short .These refused delivery way back I order differant company .",Delivery and Return Issue,Delivery and Return Issue
